"id","brewery_id","name","cat_id","style_id","abv","ibu","srm","upc","filepath","descript","last_mod"
"1333","913","Classic Pilsener","-1","-1","5","0","0","0",,,"2010-07-22 20:00:20"
"1334","1039","Gold Rush (discontinued)","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1335","1298","Northwind Imperial Stout","3","42","7.5","0","0","0",,,"2010-07-22 20:00:20"
"1336","271","Satan Gold","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"1337","602","Wooden Ships ESB","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1338","602","Imperial Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1339","602","Old Scratch Barleywine 2002","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1340","205","BrÃ¤u-Weisse","4","50","0","0","0","0",,,"2010-07-22 20:00:20"
"1341","1023","Weisse Dunkel","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1342","763","Pseudo Lambic Framboise","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1343","268","Geuze Boon","5","70","6","0","0","0",,"Geuze, a mixture of old and young Lambic. The young Lambic is added to cause a refermentation in the bottle making for a delightfully sparkling and dry beer that has been likened, in all seriousness, to Champagne.","2010-07-22 20:00:20"
"1344","288","CuvÃ©e RenÃ© Grand Cru Gueuze Lambic","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1345","202","Iris","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1346","202","RosÃ© de Gambrinus","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1347","630","Oude Kriek","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1348","202","Kriek-Lambic","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1349","1115","Samichlaus Bier 2003","7","90","14","0","0","0",,,"2010-07-22 20:00:20"
"1350","961","Porter IV","3","42","7.2","0","0","0",,,"2010-07-22 20:00:20"
"1351","765","The Hairy Eyeball","-1","-1","8.8","0","0","0",,,"2010-07-22 20:00:20"
"1352","276","Malheur MM","-1","-1","10","0","0","0",,,"2010-07-22 20:00:20"
"1353","586","India Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1354","769","Eastside Dark","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1355","769","Big Easy Beer","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1356","255","Old Knucklehead 2003","-1","-1","9.1","0","0","0",,,"2010-07-22 20:00:20"
"1357","659","Doppel-Hirsch Bavarian-Doppelbock","7","90","7.2","0","0","0",,,"2010-07-22 20:00:20"
"1358","255","Bottle Conditioned Porter","2","25","5.5","0","0","0",,,"2010-07-22 20:00:20"
"1359","255","Black Strap Stout","3","42","6","0","0","0",,,"2010-07-22 20:00:20"
"1360","659","Bavarian-Weissbier Hefeweisse / Weisser Hirsch","4","50","5.2","0","0","0",,,"2010-07-22 20:00:20"
"1361","853","Celis White","5","72","3.9","0","0","0",,"This traditional Belgian Whitbierre is the multiple gold medal winning Pierre Celis original. White and cloudy in appearance, brewed with wheat and seasoned with orange peel and coriander. A refreshing unfiltered ale that is both sweet and tart.","2010-07-22 20:00:20"
"1362","255","Bridgeport India Pale Ale","3","31","5.5","0","0","0",,"Our award-winning IPA sparkles with effervescence, the result of natural-conditioning, a process where the beer is double-fermented in each bottle, keg or cask. Brewed with a blend of five hop varieties, BridgePort IPA presents a floral, citrusy aroma and full hop flavor, while downplaying the bitterness.  The beer pours smooth in the glass, emitting its signature golden glow.","2010-07-22 20:00:20"
"1363","255","Blue Heron Pale Ale","-1","-1","4.9","0","0","0",,,"2010-07-22 20:00:20"
"1364","255","ESB","-1","-1","6.1","0","0","0",,,"2010-07-22 20:00:20"
"1365","272","Stille Nacht","-1","-1","12","0","0","0",,,"2010-07-22 20:00:20"
"1366","1293","Hop Pocket Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1367","769","Holiday Spice Lager Beer","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1368","157","Samuel Adams Utopias MMIV","-1","-1","24","0","0","0",,,"2010-07-22 20:00:20"
"1369","21","Grand Cru 2003","-1","-1","10","0","0","0",,,"2010-07-22 20:00:20"
"1370","907","Imperial Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1371","1204","7th Anniversary IPA","3","31","7.7","0","0","0",,,"2010-07-22 20:00:20"
"1372","128","Nora","-1","-1","7","0","0","0",,,"2010-07-22 20:00:20"
"1373","267","Bellegems Bruin","-1","-1","5.5","0","0","0",,,"2010-07-22 20:00:20"
"1374","687","BiÃ¨re du Boucanier","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1375","993","Porter Boom","2","25","8","0","0","0",,,"2010-07-22 20:00:20"
"1376","1290","Bajuvator Doppelbock","7","90","7.2","0","0","0",,,"2010-07-22 20:00:20"
"1377","520","Roundabout Oatmeal Stout","1","21","6","0","0","0",,"Everyone has their price. For some, it's measured in dollars per hour, for others it's powder days. For those that have the gift of passion for the dark side, it's measured in pints of Oatmeal Stout. Another one of FiftyFifty's seasonals, the Roundabout Oatmeal Stout is brown to black in color and nearly opaque. It has a velvet like mouthfeel, moderate hints of dark dried fruit, espresso beans and Dark Chocolate... and just a hint of hop bitterness. The addition of Flaked Oats gives this brew its wonderful creamy texture. Roundabout Oatmeal Stout is one of a series of Stouts that FiftyFifty Brewing Co. will produce during the course of the year. Enjoy!","2010-07-22 20:00:20"
"1378","134","Ale","-1","-1","4.4","0","0","0",,,"2010-07-22 20:00:20"
"1379","372","Bombardier Premium Ale","-1","-1","5.2","0","0","0",,,"2010-07-22 20:00:20"
"1380","39","Christmas Ale 2003","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1381","919","Old Stock Ale 2002","1","13","11.4","0","0","0",,,"2010-07-22 20:00:20"
"1382","1204","Ruination IPA","3","32","7.7","0","0","0",,,"2010-07-22 20:00:20"
"1383","992","PrimÃ¡tor Double 24% / PrimÃ¡tor Double Bock Beer","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1384","62","Salvation","5","72","9","0","0","0",,,"2010-07-22 20:00:20"
"1385","865","Schokolade Bock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1386","286","Winterkoninkse","-1","-1","8.3","0","0","0",,,"2010-07-22 20:00:20"
"1387","1268","Toasted Oats & Molasses Brown Ale","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"1388","184","Gouyasse / Goliath","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"1389","676","Pumpkin Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1390","676","Port Washington Old Port Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1391","676","Triple","4","50","0","0","0","0",,,"2010-07-22 20:00:20"
"1392","676","Maslifter Oktoberfest","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1393","676","Port Washington Amber Ale","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1394","676","Port Washington Pier 96 Lager","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1395","408","Munich Dunkel","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1396","757","ReichelbrÃ¤u Eisbock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1397","752","Oktoberfest","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1398","907","Tripel","-1","-1","10","0","0","0",,,"2010-07-22 20:00:20"
"1399","194","Bruin Tradition / Brune Tradition","-1","-1","8.2","0","0","0",,,"2010-07-22 20:00:20"
"1400","194","Reserve Speciale / SpÃ©ciale NoÃ«l","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1401","1051","Black Hook Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1402","803","Downtown Brown","3","38","5","0","0","0",,"A smooth, full-bodied nut brown ale, lightly hopped with a hint of roasted chocolate and crystal malts.  This ale is dark in color without the heavy taste of porter or stout.","2010-07-22 20:00:20"
"1403","338","Autumnal Fire","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1404","972","Hacker-Pschorr Hubertus Bock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1405","287","Goudenband 2002","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"1406","932","Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1407","992","PrimÃ¡tor Blonde Bock Beer","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1408","1268","Princess of Darkness Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1409","1302","Tyskie Gronie","-1","-1","5.7","0","0","0",,,"2010-07-22 20:00:20"
"1410","1268","Roundhouse Rye","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1411","586","Oktoberfest","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1412","769","Oktoberfest","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1413","168","Ultra AmbrÃ©e","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1414","906","Edison Light Beer","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1415","820","James Squire Australian Best Ale Limited Release","-1","-1","6.8","0","0","0",,,"2010-07-22 20:00:20"
"1416","1181","Sprecher Oktoberfest","7","84","5.75","0","0","0",,"Traditionally brewed to celebrate the harvest season, this reddish-brown lager has a rich caramel character and a long flavorful finish. Its delicious malty sweetness is nicely accented by a slighty fruity bouquet and a mild hop flavor.","2010-07-22 20:00:20"
"1417","157","Samuel Adams Triplebock 1995","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1418","1051","Hoptoberfest","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1419","88","Festbier","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1420","1200","Lizard Lager","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1421","1153","William Capen Bitter Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1422","632","Full Tilt IPA","3","31","0","0","0","0",,,"2010-07-22 20:00:20"
"1423","637","Christmas Ale","-1","-1","8.1","0","0","0",,,"2010-07-22 20:00:20"
"1424","23","Tripel Reserve","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"1425","94","Hop Rod Rye","3","32","8","0","0","0",,"Essentially a strong American IPA made with 20% rye malt. Darker in color, Hop Rod Rye boasts a huge hop aroma and flavor accompanied by a slightly sweet, malty finish.","2010-07-22 20:00:20"
"1426","554","Northern Glory Premium Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1427","134","Riggwelter Yorkshire Ale","-1","-1","5.7","0","0","0",,,"2010-07-22 20:00:20"
"1428","270","Trappist Blond","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"1429","786","Lucifer","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"1430","971","Tie Die Red","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1431","512","Saranac Hefeweizen","4","50","5.6","0","0","0",,"This traditional style German Wheat beer (pronounced) Hah-fuh-vite-zen) remains unfiltered to preserve it's natural smooth flavor and aroma. Don't be alarmed by its cloudy appearance or noticeable sediment. The slight banana and clove aroma comes from the authentic German Hefeweizen yeast. It has a light refreshing finish.","2010-07-22 20:00:20"
"1432","1301","Chief Blackhawk Porter","2","25","5.6","0","0","0",,"In 1767 a great Sauk leader was born.  His name meant the black sparrow hawk.  He came to be known as Black Hawk.  Strong beliefs along with 1, 200 of his people Black Hawk was driven from his ancestral home during a war that bears his name.  We celebrate this Sauk leader and his courage with our BlackHawk Porter the kind of beer that make you say Ma-ka-tai-she-kia-kiak! Chief BlackHawk Porter is a robust black and sharply bittersweet ale.This style was traditionally the session beer consumed by the porters in London.","2010-07-22 20:00:20"
"1433","619","Dort","7","90","6.5","0","0","0",,,"2010-07-22 20:00:20"
"1434","803","8-Ball Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1435","1153","Milkhouse Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1436","1153","Old 47 Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1437","1153","Shawano Gold","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1438","23","Speciale Reserve Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1439","875","Scorpion Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1440","18","Export","-1","-1","5.4","0","0","0",,,"2010-07-22 20:00:20"
"1441","1263","Dry Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1442","1263","Dark Wheat","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1443","1263","Cream Ale","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1444","1263","Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1445","1263","Amber Ale","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1446","1263","Summer Gueuze","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1447","590","Double Gueuze (discontinued)","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"1448","590","Pioneer Pale Ale (discontinued)","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1449","590","English Brown Ale (discontinued)","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"1450","590","Octoberfest (discontinued)","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1451","258","Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1452","1065","Pilsner","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1453","1065","Hefeweizen","4","50","0","0","0","0",,,"2010-07-22 20:00:20"
"1454","1219","Sherwood Forest IPA","3","31","6","0","0","0",,,"2010-07-22 20:00:20"
"1455","65","Cat Tail Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1456","549","Centennial IPA","3","31","7.2","0","0","0",,"Selected as a benchmark for the Beer Judge Certification Program used in all American based beer judgings. Centennial IPA has quickly become the IPA of choice. Pour yourself a pint of this complex flavorful ale and bask in the frothy head's floral bouquet. Relish the immense citrus accents, achieved by the abundance of dry hopping. This ale's sweet, malty undertones balance the hop character with a finish that never turns too bitter.","2010-07-22 20:00:20"
"1457","764","Bill Old Ale","1","13","0","0","0","0",,,"2010-07-22 20:00:20"
"1458","1206","Stein Bock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1459","756","120 Shilling Scotch Ale","1","15","0","0","0","0",,,"2010-07-22 20:00:20"
"1460","941","Caramel Rye","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1461","941","Alt","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"1462","689","Amber Plus","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1463","90","Dark Star","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1464","90","American Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1465","1260","Dreadnaught Imperial IPA","3","32","9.5","0","0","0",,"A hop loverâ€™s dream! Mango and peach aromas with a crisp citrus finish.","2010-07-22 20:00:20"
"1466","983","Top Heavy Hefeweizen","4","50","0","0","0","0",,,"2010-07-22 20:00:20"
"1467","527","9Â½ Wheats","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1468","888","Blonde Bock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1469","1339","Irish Red Ale","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1470","9","Scottish Ale","-1","-1","4.8","0","0","0",,,"2010-07-22 20:00:20"
"1471","854","Old Roundout Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1472","141","Altbier","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"1473","1103","Whiskey Barrel Whitetail Cream Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1474","1069","Artisan Saison","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1475","1069","Oompa Loompa Chocolate Stout","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1476","463","Dubbel Dragon","5","72","7.2","0","0","0",,"This Dubbel style Belgian beer is created in the great Belgian tradition. Pale Malt, Caramel and Special B Malts impart a unique sweetness to this beer. The traditional Belgian yeast fully ferments the Belgian Candi Sugar to give a satisfying taste that is twice what a Belgian pale delivers.","2010-07-22 20:00:20"
"1477","57","Caramel Bock","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1478","596","London Banker ESB","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1479","1169","Red Lager","8","95","4.6","0","0","0",,,"2010-07-22 20:00:20"
"1480","946","Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1481","550","Blackburn Doppelbock","7","90","7.9","0","0","0",,,"2010-07-22 20:00:20"
"1482","1295","Hopfenkopf","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1483","947","Porter","2","25","6","0","0","0",,,"2010-07-22 20:00:20"
"1484","869","Oak Aged Single Malt","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1485","973","Old Skeezer Barley Wine","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1486","32","Hemp Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1487","576","Evolutionary IPA","3","31","0","0","0","0",,,"2010-07-22 20:00:20"
"1488","1301","Bitter Woman From Hell Extra IPA","3","31","0","0","0","0",,,"2010-07-22 20:00:20"
"1489","47","India Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1490","71","Madelia Mild","1","10","0","0","0","0",,,"2010-07-22 20:00:20"
"1491","1327","Big Swede Swedish-Style Imperial Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1492","617","2nd Street Amber","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1493","1103","Imperial Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1494","102","Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1495","347","Scottish Ale","1","15","5.8","0","0","0",,,"2010-07-22 20:00:20"
"1496","472","Salmon Tail Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1497","922","Poplar Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"1498","1039","Red","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1499","924","Griesendiech Pilsner","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1500","865","Colony Oatmeal Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1501","768","Kayak KÃ¶lsch","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1502","603","Coffee Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1503","603","Foxy Brown","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"1504","752","Maibock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1505","1200","Augsburger Dark","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1506","1200","Augsburger Golden","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1507","779","Left Hand Milk Stout","1","20","5.9","0","0","0",,,"2010-07-22 20:00:20"
"1508","912","Gritstone Premium Ale","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"1509","301","Het Kapittel Pater","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1510","1200","Bock","7","90","0","0","0","0",,,"2010-07-22 20:00:20"
"1511","1181","Special Amber","8","95","5","0","0","0",,"A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing, complex malt flavor. A creamy head, deep golden color and an impressive hop bouquet make this a very special beer.","2010-07-22 20:00:20"
"1512","608","Luna Stout","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1513","1217","Malteser Weissbier","4","50","5","0","0","0",,,"2010-07-22 20:00:20"
"1514","228","KrÃ¤usen NaturtrÃ¼b","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1515","744","Original Badebier / Original Bathbeer Monastery Fun","7","86","0","0","0","0",,,"2010-07-22 20:00:20"
"1516","785","Export Premium","-1","-1","5.4","0","0","0",,,"2010-07-22 20:00:20"
"1517","40","Doppelbock Dunkel","7","90","7","0","0","0",,,"2010-07-22 20:00:20"
"1518","564","Export","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1519","431","Urthel Novicius Vertus","-1","-1","5.9","0","0","0",,,"2010-07-22 20:00:20"
"1520","431","Urthel Tonicum Finiboldhus","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"1521","554","Double Hop Premium Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1522","804","Original","-1","-1","5.2","0","0","0",,,"2010-07-22 20:00:20"
"1523","752","Schwarzbier","7","86","4.8","0","0","0",,,"2010-07-22 20:00:20"
"1524","266","Wittekerke","-1","-1","5","0","0","0",,,"2010-07-22 20:00:20"
"1525","338","Capital Fest Beer","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1526","619","Mestreechs Aajt","-1","-1","3.5","0","0","0",,,"2010-07-22 20:00:20"
"1527","604","Bee Sting Honey Ale","3","26","5.9","0","0","0",,,"2010-07-22 20:00:20"
"1528","1389","Yorkshire Terrier Premium Cask Bitter","-1","-1","4.2","0","0","0",,,"2010-07-22 20:00:20"
"1529","1243","The Iron Tankard","3","33","9.4","0","0","0",,"The Brew 1 â€“ March â€“ â€œThe Iron Tankardâ€ Old Stock Ale â€“ The building started as a YMCA in 1889 and had a huge iron swimming pool in the basement.

From Spike: Iron Tankard â€œOld Stock Aleâ€ is the first of four beers in Terrapinâ€™s Georgia Theatre Sessions. It is brewed with a generous portion of crystal malts for a full body and is lightly hopped. This malt forward beer has flavors of dark dried fruit, mellow alcoholic warmth and is unfiltered for your listening pleasure.

A portion of the proceeds will be donated to the Georgia Historic Trust for Historic Preservation Fund to rebuild the Georgia Theater. To make things even more interesting, there is one Golden Ticket hidden among each of the Georgia Theater Sessions brews. This means that four lucky winners will receive a lifetime pass to the new Theater.","2010-07-22 20:00:20"
"1530","599","Classic Oatmeal Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1531","637","A. LeCoq Imperial Extra Double Stout 2000","3","42","9","0","0","0",,,"2010-07-22 20:00:20"
"1532","586","Oatmeal Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"1533","93","Genuine Irish Stout","3","42","4.1","0","0","0",,,"2010-07-22 20:00:20"
"1534","287","Liefmans Kriekbier","5","70","6","0","0","0",,,"2010-07-22 20:00:20"
"1535","1200","Amber Lager","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1536","148","Pub Ale Draught","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1537","632","Mile Rock Amber Ale","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"1538","406","John Courage Amber","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1539","1136","Fuggles IPA","3","31","0","0","0","0",,,"2010-07-22 20:00:20"
"1540","919","PranQster Belgian Ale","-1","-1","7.6","0","0","0",,"Pranqster
Belgian Style Golden Ale

Belgian Ales represent the height of the brewers' art. Sophisticated brewing techniques, yeast blends and unique flavoring elements have elevated the beers of Belgium to the status enjoyed by wine in other countries.

PranQster follows in this tradition using a mixed culture of antique yeast strains that produce a floral nose, a full fruity flavor and a clean finish.

Available in 12oz 4 packs and 750 ml traditionally corked and wired bottles.

Vital Statistics
Style: Belgian Style
          Golden Ale
Color: Soft Gold
ABV: 7.6%
Bitterness: 20 IBU's

-http://www.northcoastbrewing.com/beer-Pranqster.htm","2010-07-22 20:00:20"
"1541","1353","Coniston Bluebird Bitter","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1542","1268","Saison","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1543","1268","Imperial IPA","3","31","0","0","0","0",,,"2010-07-22 20:00:20"
"1544","206","St.Pauli Girl Special Dark","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1545","206","St.Pauli Girl Beer","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"1546","206","Beer","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1547","1176","Oktoberfestbier / Oktoberfest Ur-MÃ¤rzen","7","84","0","0","0","0",,,"2010-07-22 20:00:20"
"1548","730","Third Coast Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"1549","520","Manifesto Pale Ale","3","26","5.3","0","0","0",,"We at FiftyFifty believe that beer is good. Especially this beer. Manifesto is one of FiftyFifty's flagship beers. This beer is a delight for those who take pleasure in craft beers and are looking for something that they can enjoy a few pints of. Manifesto has a restrained malt backbone of flavor with mild biscuit and caramel notes, and the hop character is light to moderate with mild earthiness evolving to a slightly more moderate citrus/piney finish. This is a beer of principle.","2010-07-22 20:00:20"
"1550","206","Dark","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1551","85","Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1552","727","Harvest Ale 2000","1","13","11.5","0","0","0",,,"2010-07-22 20:00:20"
"1553","94","Racer 5 IPA","3","31","7","0","0","0",,"This is a hoppy IPA. Did I say hops? Your brewer is a hop head! This is a full bodied beer using American grains. The goal was to create a base for showing off the unique floral qualities of two Pacific Northwest hops, Columbus and Cascade. Columbus is a new hybrid High Alpha Acid hop used mostly for bittering, but used heavily as an aromatic in this strong brew. Cascade is the balance that ties the malt and bittering hops together. It is a true specialty ale and is our brewer's statement on this style.","2010-07-22 20:00:20"
"1554","919","Old Stock Ale 2001","1","13","11.4","0","0","0",,,"2010-07-22 20:00:20"
"1555","769","Beer Line 2000","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1556","1142","Bigfoot 1998","-1","-1","9.6","0","0","0",,,"2010-07-22 20:00:20"
"1557","94","Big Bear Black Stout","3","43","8.1","0","0","0",,"Big Bear, as the name implies, is a hefty, black, Russian Imperial-style stout. This bold stout boasts a rich, caramel sweetness lavished by a robust, deep-roasted heartiness you can sink your teeth into. ...Big Bear's bold flavors are produced using a blend of Belgian and English roasted barley and crystal malts. Some unique flavors come forth in the malt character. ...Louisiana sweet molasses and dark brown sugar. This dark brew is well hopped with Chinook and Cascade hops, which are somewhat, masked by the malt. This is a balanced bold brew boasting an A.V.B. of 8.1% that can creep up on you, \so don't get mauled\"". It has a dry roasted quality that masks its' high alchohol content Silver Medal Winner; 2002 World Beer Cup Gold Medal Winner; 2002 Annual Bistro Beer Festival Hayward Gold Medal Winner; 2001 North American Brewers' Award Honorable Mention - og 1.076 ABV 8.1% IBU 68.","2010-07-22 20:00:20"
"1558","857","Tripel Crown","5","61","10","0","0","0",,"Cellar aged, subtly complex and deceptively strong. Using two of the old world's brewing traditions, we have combined British ingredients and methods with Belgian ale qualities.","2010-07-22 20:00:20"
"1559","526","Monkfish Tripel","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1560","670","Old Hooky","-1","-1","4.6","0","0","0",,,"2010-07-22 20:00:20"
"1561","670","Best Bitter","-1","-1","3.4","0","0","0",,,"2010-07-22 20:00:20"
"1562","670","Generation","-1","-1","4","0","0","0",,,"2010-07-22 20:00:20"
"1563","572","Prize Old Ale","1","13","9","0","0","0",,,"2010-07-22 20:00:20"
"1564","832","Meister Pilsener","-1","-1","5.1","0","0","0",,,"2010-07-22 20:00:20"
"1565","832","Weissbier Dunkel","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1566","832","Kasseler Premium Pils","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"1567","832","Weissbier Hell","4","50","5.2","0","0","0",,,"2010-07-22 20:00:20"
"1568","517","Angel Ale","1","10","0","0","0","0",,,"2010-07-22 20:00:20"
